,wrist_mvmnt_x_median,wrist_mvmnt_x_quartile_range,wrist_mvmnt_x_mean,wrist_mvmnt_x_min,wrist_mvmnt_x_max,wrist_mvmnt_x_stdev,wrist_mvmnt_y_median,wrist_mvmnt_y_quartile_range,wrist_mvmnt_y_mean,wrist_mvmnt_y_min,wrist_mvmnt_y_max,wrist_mvmnt_y_stdev,wrist_mvmnt_dist_median,wrist_mvmnt_dist_quartile_range,wrist_mvmnt_dist_mean,wrist_mvmnt_dist_min,wrist_mvmnt_dist_max,wrist_mvmnt_dist_stdev,aperiodicity_denoised,aperiodicity_trimmed,periodEntropy_denoised,periodEntropy_trimmed,periodVarianceNorm_denoised,periodVarianceNorm_trimmed,numInterruptions_denoised,numInterruptions_trimmed,numFreeze_denoised,numFreeze_trimmed,maxFreezeDuration_denoised,maxFreezeDuration_trimmed,period_median_denoised,period_quartile_range_denoised,period_mean_denoised,period_min_denoised,period_max_denoised,period_stdev_denoised,period_median_trimmed,period_quartile_range_trimmed,period_mean_trimmed,period_min_trimmed,period_max_trimmed,period_stdev_trimmed,period_entropy_denoised,period_entropy_trimmed,frequency_median_denoised,frequency_quartile_range_denoised,frequency_mean_denoised,frequency_min_denoised,frequency_max_denoised,frequency_stdev_denoised,frequency_median_trimmed,frequency_quartile_range_trimmed,frequency_mean_trimmed,frequency_min_trimmed,frequency_max_trimmed,frequency_stdev_trimmed,frequency_lr_fitness_r2_denoised,frequency_lr_slope_denoised,frequency_lr_fitness_r2_trimmed,frequency_lr_slope_trimmed,frequency_fit_min_degree_denoised,frequency_fit_min_degree_trimmed,amplitude_median_denoised,amplitude_quartile_range_denoised,amplitude_mean_denoised,amplitude_min_denoised,amplitude_max_denoised,amplitude_stdev_denoised,amplitude_entropy_denoised,amplitude_median_trimmed,amplitude_quartile_range_trimmed,amplitude_mean_trimmed,amplitude_min_trimmed,amplitude_max_trimmed,amplitude_stdev_trimmed,amplitude_entropy_trimmed,amplitude_decrement_fitness_r2_denoised,amplitude_decrement_slope_denoised,amplitude_decrement_end_to_mean_denoised,amplitude_decrement_fit_min_degree_denoised,amplitude_decrement_last_to_first_half_denoised,amplitude_decrement_fitness_r2_trimmed,amplitude_decrement_slope_trimmed,amplitude_decrement_end_to_mean_trimmed,amplitude_decrement_fit_min_degree_trimmed,amplitude_decrement_last_to_first_half_trimmed,num_peaks_trimmed,num_peaks_denoised,num_interruptions_norm_denoised,num_freeze_norm_denoised,num_interruptions_norm_trimmed,num_freeze_norm_trimmed,speed_median_denoised,speed_quartile_range_denoised,speed_mean_denoised,speed_min_denoised,speed_max_denoised,speed_stdev_denoised,speed_median_trimmed,speed_quartile_range_trimmed,speed_mean_trimmed,speed_min_trimmed,speed_max_trimmed,speed_stdev_trimmed,acceleration_median_denoised,acceleration_quartile_range_denoised,acceleration_mean_denoised,acceleration_min_denoised,acceleration_max_denoised,acceleration_stdev_denoised,acceleration_median_trimmed,acceleration_quartile_range_trimmed,acceleration_mean_trimmed,acceleration_min_trimmed,acceleration_max_trimmed,acceleration_stdev_trimmed
0,7.009714918451104,11.364793159255543,9.222492067072041,0.0,53.06391078387147,10.256312742947959,10.541024933838905,17.743022109034815,14.030837280452177,0.0,75.7175278369544,15.701422909054017,12.285382139226606,20.35237404040431,16.916921374540784,0.0,92.46038421626116,18.640363686780944,1.1433355760375534,1.1030333233246576,0.5536994379236184,0.5384879716476932,0.03819852941176471,0.04188475390156062,2,2,0,0,0.24,0.24,0.22,0.14826022185056018,0.28500000000000003,0.12,0.68,0.161167614612862,0.22,0.14826022185056018,0.2942857142857143,0.12,0.68,0.16876502200711269,0.5536994379236184,0.5384879716476932,4.583333333333334,2.573962184905559,4.5890595821662,1.4705882352941175,8.333333333333334,2.1388230302153493,4.583333333333334,2.573962184905559,4.543108910230759,1.4705882352941175,8.333333333333334,2.225969561275424,0.12962144308220358,-0.16704512687427914,0.08537438731711833,-0.16134530735371067,10,9,12.034078487557291,4.608709766977895,12.906877208710286,8.925741562439033,20.36000039447812,3.3417747823631334,0.37887093905096236,12.214085494020472,4.659334360181325,13.173106745915858,8.925741562439033,20.36000039447812,3.4475443110536466,0.38009376671593426,0.0009388977542691412,-0.00298804413303178,0.8727987211529946,10,0.38030654502912675,0.00032497460742730855,0.002088535794361123,0.9590212518953862,10,-0.31561476513073394,15,17,0.11764705882352941,0.0,0.13333333333333333,0.0,49.9571985847725,41.027815492651264,65.93193475298773,0.024684655218276674,329.38744482185075,59.70226316690556,48.52075455050746,39.14027486854251,66.69836758563102,0.024684655218276674,329.38744482185075,61.992190205188464,1751.4028306039963,2046.4030434703861,2353.9312600758212,24.194200062087567,11379.453733761238,2157.99220208539,1768.9887544914388,2034.3121820215274,2394.8156086478875,24.194200062087567,11379.453733761238,2180.329415276617
